chr1	1000000	0.0367237
chr1	2000000	0.0370191
chr1	3000000	0.0306171
chr1	4000000	0.023843
chr1	5000000	0.014453
chr1	6000000	0.0250069
chr1	7000000	0.0176385
chr1	8000000	0.0168381
chr1	9000000	0.0161185
chr1	10000000	0.0163571
chr1	11000000	0.0198256
chr1	12000000	0.0172651
chr1	13000000	0.0112058
chr1	14000000	0.0108265
chr1	15000000	0.016281
chr1	16000000	0.018211
chr1	17000000	0.0194506
chr1	18000000	0.0148582
chr1	19000000	0.0175572
chr1	20000000	0.0146088
chr1	21000000	0.0131278
chr1	22000000	0.0172838
chr1	23000000	0.014628
chr1	24000000	0.0149452
chr1	25000000	0.0150831
chr1	26000000	0.0165223
chr1	27000000	0.0160388
chr1	28000000	0.0131611
chr1	29000000	0.0141562
chr1	30000000	0.0118893
chr1	31000000	0.0124166
chr1	32000000	0.0164396
chr1	33000000	0.0148689
chr1	34000000	0.00952285
chr1	35000000	0.0104488
chr1	36000000	0.0138877
chr1	37000000	0.0121156
chr1	38000000	0.0143682
chr1	39000000	0.0101647
chr1	40000000	0.0137867
chr1	41000000	0.0136257
chr1	42000000	0.0108545
chr1	43000000	0.0141871
chr1	44000000	0.0145677
chr1	45000000	0.0131202
chr1	46000000	0.0121545
chr1	47000000	0.0114671
chr1	48000000	0.0108405
chr1	49000000	0.00543302
chr1	50000000	0.00772157
chr1	51000000	0.00672992
chr1	52000000	0.00804293
chr1	53000000	0.0142459
chr1	54000000	0.0147301
chr1	55000000	0.0118884
chr1	56000000	0.0058499
chr1	57000000	0.00698991
chr1	58000000	0.00663408
chr1	59000000	0.00796271
chr1	60000000	0.0059386
chr1	61000000	0.00769639
chr1	62000000	0.00799932
chr1	63000000	0.00768769
chr1	64000000	0.00750443
chr1	65000000	0.0086574
chr1	66000000	0.00526434
chr1	67000000	0.00652784
chr1	68000000	0.00791885
chr1	69000000	0.00407345
chr1	70000000	0.0052413
chr1	71000000	0.00483747
chr1	72000000	0.00434733
chr1	73000000	0.00389365
chr1	74000000	0.00425934
chr1	75000000	0.00558608
chr1	76000000	0.00571842
chr1	77000000	0.0059191
chr1	78000000	0.00622901
chr1	79000000	0.00447299
chr1	80000000	0.00408922
chr1	81000000	0.00471353
chr1	82000000	0.00566957
chr1	83000000	0.00440082
chr1	84000000	0.00562545
chr1	85000000	0.00817704
chr1	86000000	0.00573937
chr1	87000000	0.00762585
chr1	88000000	0.00567513
chr1	89000000	0.00571255
chr1	90000000	0.00683963
chr1	91000000	0.00811555
chr1	92000000	0.00823099
chr1	93000000	0.00649828
chr1	94000000	0.0092029
chr1	95000000	0.00751604
chr1	96000000	0.00502598
chr1	97000000	0.0049663
